tiempo,frame_number,periodo_numero,posicion,velocidad,aceleracion,momentum,energia_total,energia_cinetica,energia_potencial,amplitud,fase_inicial,fase_instantanea,omega,periodo,frecuencia,distancia_origen
5.376000000000004,336,0,2.7819850429610833,1.1227462851155734,-2.7819850429610833,1.1227462851155734,4.500000000000001,0.6302796103704102,3.8697203896295904,3.0,0.5235987755982988,0.3835865315812834,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.392000000000004,337,0,2.799592130582389,1.0780927151136677,-2.799592130582389,1.0780927151136677,4.5,0.5811419511905799,3.9188580488094202,3.0,0.5235987755982988,0.3675865315812834,1.0,6.283185307179586,0.15915494309189535,3.0
5.408000000000004,338,0,2.8164825379076412,1.0331631592644663,-2.8164825379076412,1.0331631592644663,4.5,0.5337130568306665,3.966286943169334,3.0,0.5235987755982988,0.3515865315812834,1.0,6.283185307179586,0.15915494309189535,3.0
5.424000000000004,339,0,2.8326519410848077,0.9879691192888935,-2.8326519410848077,0.9879691192888935,4.500000000000001,0.48804149033423594,4.011958509665765,3.0,0.5235987755982988,0.3355865315812834,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.440000000000004,340,0,2.8480962008349806,0.9425221646143656,-2.8480962008349806,0.9425221646143656,4.499999999999999,0.4441740153946746,4.055825984605325,3.0,0.5235987755982988,0.3195865315812834,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.456000000000004,341,0,2.86281136351201,0.8968339294130798,-2.86281136351201,0.8968339294130798,4.499999999999999,0.4021555484732525,4.097844451526747,3.0,0.5235987755982988,0.3035865315812834,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.472000000000004,342,0,2.8767936621146144,0.8509161096237317,-2.8767936621146144,0.8509161096237317,4.5,0.36202911280859323,4.137970887191407,3.0,0.5235987755982988,0.28758653158128333,1.0,6.283185307179586,0.15915494309189535,3.0
5.488000000000004,343,0,2.8900395172507123,0.8047804599574169,-2.8900395172507123,0.8047804599574169,4.5,0.3238357943646357,4.176164205635365,3.0,0.5235987755982988,0.2715865315812833,1.0,6.283185307179586,0.15915494309189535,3.0
5.504000000000004,344,0,2.9025455380537277,0.7584387908884895,-2.9025455380537277,0.7584387908884895,4.499999999999999,0.287614699762197,4.212385300237802,3.0,0.5235987755982988,0.2555865315812833,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.520000000000004,345,0,2.914308523050636,0.7119029656311466,-2.914308523050636,0.7119029656311466,4.5,0.2534029162372108,4.246597083762789,3.0,0.5235987755982988,0.2395865315812833,1.0,6.283185307179586,0.15915494309189535,3.0
5.536000000000004,346,0,2.925325460981517,0.6651848971025084,-2.925325460981517,0.6651848971025084,4.5,0.22123547366663734,4.2787645263333625,3.0,0.5235987755982988,0.2235865315812833,1.0,6.283185307179586,0.15915494309189535,3.0
5.552000000000004,347,0,2.935593531570428,0.6182965448729774,-2.935593531570428,0.6182965448729774,4.5,0.19114530870093085,4.308854691299069,3.0,0.5235987755982988,0.2075865315812833,1.0,6.283185307179586,0.15915494309189535,3.0
5.568000000000004,348,0,2.9451101062473755,0.5712499121046535,-2.9451101062473755,0.5712499121046535,4.500000000000001,0.16316323103978717,4.336836768960214,3.0,0.5235987755982988,0.19158653158128325,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.584000000000004,349,0,2.9538727488212135,0.5240570424785904,-2.9538727488212135,0.5240570424785904,4.499999999999999,0.13731789188570356,4.362682108114296,3.0,0.5235987755982988,0.17558653158128326,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.600000000000004,350,0,2.9618792161033,0.4767300171116786,-2.9618792161033,0.4767300171116786,4.499999999999999,0.1136357546076507,4.386364245392349,3.0,0.5235987755982988,0.15958653158128325,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.616000000000004,351,0,2.9691274584817355,0.4292809514639455,-2.9691274584817355,0.4292809514639455,4.5,0.09214106764489517,4.407858932355105,3.0,0.5235987755982988,0.14358653158128323,1.0,6.283185307179586,0.15915494309189535,3.0
5.632000000000004,352,0,2.9756156204460558,0.38172199223706405,-2.9756156204460558,0.38172199223706405,4.499999999999999,0.07285583967871659,4.427144160321283,3.0,0.5235987755982988,0.12758653158128322,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.648000000000004,353,0,2.9813420410622324,0.3340653142648631,-2.9813420410622324,0.3340653142648631,4.5,0.05579981709744086,4.444200182902559,3.0,0.5235987755982988,0.1115865315812832,1.0,6.283185307179586,0.15915494309189535,3.0
5.664000000000004,354,0,2.9863052543978608,0.28632311739663685,-2.9863052543978608,0.28632311739663685,4.5,0.040990463777864146,4.459009536222136,3.0,0.5235987755982988,0.09558653158128319,1.0,6.283185307179586,0.15915494309189535,3.0
5.680000000000004,355,0,2.9905039898974324,0.23850762337404965,-2.9905039898974324,0.23850762337404965,4.5,0.028442943203768757,4.4715570567962315,3.0,0.5235987755982988,0.07958653158128318,1.0,6.283185307179586,0.15915494309189535,3.0
5.696000000000004,356,0,2.9939371727075903,0.19063107270243723,-2.9939371727075903,0.19063107270243723,4.500000000000001,0.018170102939840956,4.48182989706016,3.0,0.5235987755982988,0.06358653158128315,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.712000000000004,357,0,2.996603923952284,0.14270572151730396,-2.996603923952284,0.14270572151730396,4.5,0.010182461476887155,4.489817538523113,3.0,0.5235987755982988,0.04758653158128314,1.0,6.283185307179586,0.15915494309189535,3.0
5.728000000000004,358,0,2.9985035609577593,0.0947438384468191,-2.9985035609577593,0.0947438384468191,4.5,0.0044881974618184795,4.495511802538181,3.0,0.5235987755982988,0.03158653158128313,1.0,6.283185307179586,0.15915494309189535,3.0
5.744000000000004,359,0,2.999635597427317,0.04675770147111514,-2.999635597427317,0.04675770147111514,4.5,0.0010931413234309614,4.498906858676569,3.0,0.5235987755982988,0.015586531581283114,1.0,6.283185307179586,0.15915494309189535,3.0
5.760000000000004,360,0,2.999999743565804,-0.0012404052208082178,-2.999999743565804,-0.0012404052208082178,4.500000000000001,7.693025559041419e-07,4.499999230697445,3.0,0.5235987755982988,-0.0004134684187168995,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.776000000000004,361,0,2.9995959061537962,-0.04923819437576926,-2.9995959061537962,-0.04923819437576926,4.5,0.001212199892693018,4.498787800107307,3.0,0.5235987755982988,-0.016413468418716916,1.0,6.283185307179586,0.15915494309189535,3.0
5.792000000000004,362,0,2.998424188571467,-0.097223378821874,-2.998424188571467,-0.097223378821874,4.500000000000001,0.004726192694770809,4.49527380730523,3.0,0.5235987755982988,-0.03241346841871692,1.0,6.283185307179586,0.15915494309189535,3.0000000000000004
5.808000000000004,363,0,2.996484890772117,-0.14518367461396509,-2.996484890772117,-0.14518367461396509,4.5,0.010539149687206845,4.489460850312793,3.0,0.5235987755982988,-0.04841346841871694,1.0,6.283185307179586,0.15915494309189535,3.0
5.824000000000004,364,0,2.993778509205393,-0.19310680417824466,-2.993778509205393,-0.19310680417824466,4.499999999999999,0.018645118909967465,4.481354881090032,3.0,0.5235987755982988,-0.06441346841871695,1.0,6.283185307179586,0.15915494309189535,2.9999999999999996
5.840000000000004,365,0,2.990305736690195,-0.24098049945526628,-2.990305736690195,-0.24098049945526628,4.5,0.029035800558854796,4.470964199441145,3.0,0.5235987755982988,-0.08041346841871698,1.0,6.283185307179586,0.15915494309189535,3.0
