tiempo,frame_number,periodo_numero,X_avg,P_avg,delta_X,delta_P,producto_incerteza,alpha_real,alpha_imag,alpha_magnitud,alpha_fase,n_promedio,n_varianza,mandel_Q,fano_F,energia_cinetica,energia_potencial,energia_total,pureza,entropia,drive_activo,I_drive_real,I_drive_imag,omega,Sigma_XX,Sigma_XP,Sigma_PP,det_Sigma,traza_Sigma,lambda_1,lambda_2,theta_ellipse,excentricidad,area_elipse
0.4480000000000003,28,0,2.1152613716966346,0.1602165079137376,1.0,1.0,1.0,1.4957156599086485,0.113290179203832,1.5000000000000002,0.07559877559829856,2.250000000000001,2.250000000000001,0.0,0.9999999999555556,0.5128346647040364,2.737165335295964,3.2500000000000004,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,-1.2017523663620124e-17,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
0.4640000000000003,29,0,2.117553978770632,0.12635326269101887,1.0,1.0,1.0,1.4973367779172684,0.08934524887386464,1.5,0.05959877559829847,2.25,2.25,0.0,0.9999999999555556,0.5079825734963328,2.742017426503667,3.25,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0000000000000002,2.1472131380036712e-17,1.0,1.0000000000000002,2.0,1.0000000000000002,1.0,0.0,1.4142151909708934e-05,3.141592653589793
0.4800000000000003,30,0,2.119304503590634,0.0924576717231027,1.0,1.0,1.0,1.4985745858881272,0.06537744664812561,1.5000000000000002,0.04359877559829841,2.250000000000001,2.250000000000001,0.0,0.9999999999555556,0.5042742105302285,2.745725789469772,3.2500000000000004,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,-2.493975608129391e-17,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
0.49600000000000033,31,0,2.120512498031846,0.05853841209616349,1.0,1.0,1.0,1.4994287669491437,0.041392908153089825,1.5,0.027598775598298465,2.25,2.25,0.0,0.9999999999555556,0.5017133728453701,2.7482866271546302,3.2500000000000004,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,2.7600767020625534e-17,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
0.5120000000000003,32,0,2.1211776528542887,0.0246041669554225,1.0,0.9999999999999999,0.9999999999999999,1.499899102434632,0.01739777329962522,1.5,0.011598775598298406,2.25,2.25,0.0,0.9999999999555556,0.5003026825157851,2.7496973174842148,3.25,0.4999999999750001,0.9547712524422193,0,0.0,0.0,1.0,1.0,-2.1211094225717618e-17,0.9999999999999999,0.9999999999999999,2.0,1.0,0.9999999999999999,0.0,1.4142144059253502e-05,3.1415926535897927
0.5280000000000004,33,0,2.1212997977819605,-0.009336376717688402,1.0,1.0,1.0,1.4999854719412762,-0.00660181528878967,1.5,-0.004401224401701524,2.25,2.25,0.0,0.9999999999555556,0.5000435839651073,2.7499564160348933,3.2500000000000004,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,-1.8895634639569816e-17,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
0.5440000000000004,34,0,2.120878901546426,-0.04327453032934845,1.0,1.0,1.0,1.499687853358954,-0.030599713848545207,1.5,-0.02040122440170157,2.25,2.25,0.0,0.9999999999555556,0.5009363424876129,2.7490636575123877,3.2500000000000004,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,5.865619781946024e-18,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
0.5600000000000004,35,0,2.1199150718948236,-0.07720160589757884,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.4990063228763972,-0.05458977904866935,1.5,-0.036401224401701626,2.25,2.25,0.0,0.9999999999555556,0.5029800439765825,2.7470199560234176,3.25,0.4999999999750001,0.9547712524422193,0,0.0,0.0,1.0,0.9999999999999999,9.467999902172865e-18,0.9999999999999999,0.9999999999999998,1.9999999999999998,0.9999999999999999,0.9999999999999999,0.0,1.4142128358329565e-05,3.1415926535897927
0.5760000000000004,36,0,2.1184085555622802,-0.11110891827631933,1.0,0.9999999999999999,0.9999999999999999,1.4979410549616874,-0.07856586956348732,1.4999999999999998,-0.05240122440170159,2.2499999999999996,2.2499999999999996,0.0,0.9999999999555556,0.5061725958602669,2.7438274041397333,3.25,0.4999999999750001,0.9547712524422193,0,0.0,0.0,1.0,1.0,2.200527832151087e-18,0.9999999999999999,0.9999999999999999,2.0,1.0,0.9999999999999999,0.0,1.4142144059253502e-05,3.1415926535897927
0.5920000000000004,37,0,2.11635973820875,-0.1449877873787791,1.0,1.0,1.0,1.4964923223175932,-0.10252184764476802,1.5,-0.06840122440170171,2.25,2.25,0.0,0.9999999999555556,0.510510729244497,2.739489270755504,3.250000000000001,0.499999999975,0.9547712524422192,0,0.0,0.0,1.0,1.0,-1.4093234200884305e-17,1.0,1.0,2.0,1.0,1.0,0.0,1.4142136208793713e-05,3.141592653589793
