tiempo,frame_number,periodo_oscilador,periodo_fuerza,X_avg,P_avg,delta_X,delta_P,producto_incerteza,alpha_real,alpha_imag,alpha_magnitud,alpha_fase,fuerza_externa,F0_amplitud,nu_frecuencia,omega_oscilador,energia_cinetica,energia_potencial,energia_total,trabajo_instantaneo,potencia,pureza,entropia,Sigma_XX,Sigma_XP,Sigma_PP,det_Sigma,traza_Sigma,lambda_1,lambda_2,theta_ellipse,excentricidad,area_elipse,force_activa,metodo
0.17600000000000005,11,0,0,0.012152128955760186,-0.0021611353563237763,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.008592852790471426,-0.0015281534655185477,0.00872767850535805,-0.17600000000000002,0.7939363794147614,0.8,0.7,1.0,0.2500023352530142,0.2500738371190787,0.5000761723720929,0.009648017265317527,-0.0017158039802249291,0.9999999998,0.0,0.5,-5.598041111419337e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.19200000000000006,12,0,0,0.014408482989292468,-0.0028009314631266672,0.7071067811865475,0.7071067811865475,0.4999999999999999,0.01018833602833972,-0.0019805576312156245,0.010379055812400837,-0.19200000000000003,0.7927855256192583,0.8,0.7,1.0,0.25000392260853055,0.25010380219102635,0.5001077247995569,0.011422836760042372,-0.002220537922218393,0.9999999998000002,0.0,0.49999999999999994,6.115479612492746e-18,0.49999999999999994,0.24999999999999994,0.9999999999999999,0.49999999999999994,0.49999999999999994,0.0,1.999999527628803e-05,1.5707963267948963,1,analitico
0.20800000000000007,13,0,0,0.016841784193426544,-0.0035545002057084684,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.011908939810452318,-0.002513411199185436,0.012171281085619823,-0.20800000000000002,0.79153522584697,0.8,0.7,1.0,0.2500063172358562,0.250141822847409,0.5001481400832652,0.01333086545520981,-0.0028135121230985537,0.9999999998,0.0,0.5,-1.4959251778009835e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.2240000000000001,14,0,0,0.019447293870732723,-0.004430545240829621,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.01375131337172269,-0.00313286858414441,0.014103669203892945,-0.224,0.7901856369338605,0.8,0.7,1.0,0.2500098148655655,0.2501890986194473,0.5001989134850129,0.015366972293884897,-0.0035009532130892383,0.9999999998,0.0,0.5,6.8569371738051516e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.2400000000000001,15,0,0,0.02221992429121773,-0.00543758660711185,0.7071067811865475,0.7071067811865475,0.4999999999999999,0.015711859143771746,-0.00384495436317794,0.01617548119249146,-0.24000000000000007,0.7887369281705933,0.8,0.7,1.0,0.2500147836740549,0.2502468625177537,0.5002616461918086,0.017525674829638217,-0.004288825357154959,0.9999999998000002,0.0,0.49999999999999994,1.990175255461488e-18,0.49999999999999994,0.24999999999999994,0.9999999999999999,0.49999999999999994,0.49999999999999994,0.0,1.999999527628803e-05,1.5707963267948963,1,analitico
0.2560000000000001,16,0,0,0.025154245517073414,-0.006583947729649519,0.7071067811865475,0.7071067811865475,0.4999999999999999,0.017786737580753924,-0.004655554086612949,0.01838592444289877,-0.25600000000000006,0.7871892812812961,0.8,0.7,1.0,0.25002167418385335,0.25031636803376656,0.5003380422176199,0.019801152449758285,-0.005182813081296426,0.9999999998000002,0.0,0.49999999999999994,-6.007730397027062e-18,0.49999999999999994,0.24999999999999994,0.9999999999999999,0.49999999999999994,0.49999999999999994,0.0,1.999999527628803e-05,1.5707963267948963,1,analitico
0.27200000000000013,17,0,0,0.02824449269145042,-0.007877742671290586,0.7071067811865475,0.7071067811865475,0.4999999999999999,0.019971872313298472,-0.005570405263312201,0.020734152948607143,-0.272,0.7855428904007652,0.8,0.7,1.0,0.2500310294147975,0.2503988756836987,0.5004299050984962,0.02218726042674525,-0.0061883047478390515,0.9999999998000002,0.0,0.49999999999999994,1.1863960278802215e-18,0.49999999999999994,0.24999999999999994,0.9999999999999999,0.49999999999999994,0.49999999999999994,0.0,1.999999527628803e-05,1.5707963267948963,1,analitico
0.28800000000000014,18,0,0,0.031484573782526164,-0.009326863646706896,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.022262955624392438,-0.006595088531788737,0.023219267556833015,-0.28800000000000003,0.783797962050114,0.8,0.7,1.0,0.25004349519274216,0.25049563919313367,0.5005391343858758,0.024677544766760456,-0.0073103767186081595,0.9999999998,0.0,0.5,1.3746334747290155e-17,0.5000000000000001,0.25000000000000006,1.0,0.5000000000000001,0.5,0.0,2.0000011929630398e-05,1.5707963267948966,1,analitico
0.30400000000000016,19,0,0,0.034868077773573904,-0.010938968815065408,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.02465545424063404,-0.007735019028320922,0.025840316236077413,-0.3040000000000001,0.7819547151108667,0.8,0.7,1.0,0.2500598305193685,0.25060789142381207,0.5006677219431805,0.027265257821898523,-0.008553778243391126,0.9999999998,0.0,0.5000000000000001,1.1601267975746296e-17,0.5,0.25000000000000006,1.0,0.5000000000000001,0.5,0.0,2.0000011929630398e-05,1.5707963267948966,1,analitico
0.3200000000000002,20,0,0,0.03838828328921199,-0.01272147036679139,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.02714461543191202,-0.008995437963021907,0.02859629435946154,-0.32000000000000006,0.7800133807975023,0.8,0.7,1.0,0.25008091790414655,0.2507368301469464,0.5008177480510929,0.029943374631430503,-0.009922917109516193,0.9999999998,0.0,0.5,-1.286330798204454e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.3360000000000002,21,0,0,0.04203816764747935,-0.014681522919571819,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.02972547341218958,-0.010381404414574951,0.03148614500375913,-0.3360000000000001,0.7779742026284514,0.8,0.7,1.0,0.25010777355761893,0.2508836037695788,0.5009913773271977,0.03270460995550891,-0.01142184608672522,0.9999999998,0.0,0.5,1.3266401933116361e-17,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.3520000000000002,22,0,0,0.045810416326867213,-0.016826012238387866,0.7071067811865476,0.7071067811865475,0.5,0.032392856033706736,-0.0118977873540919,0.03450875926404251,-0.3520000000000001,0.7758374363955498,0.8,0.7,1.0,0.2501415573439232,0.25104929712202045,0.5011908544659436,0.0355414359632495,-0.01305425019979099,0.9999999998000002,0.0,0.5,7.339040869475239e-18,0.49999999999999994,0.24999999999999994,1.0,0.5,0.49999999999999994,0.0,2.0000006378517816e-05,1.5707963267948963,1,analitico
0.3680000000000002,23,0,0,0.04969743283693918,-0.019161544293990862,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.03514139176656269,-0.013549257908287333,0.037662976583859205,-0.368,0.7736033501319519,0.8,0.7,1.0,0.25018358238986527,0.251234917415291,0.5014184998051563,0.03844610053561382,-0.014823434859533118,0.9999999998,0.0,0.5,-5.902012295921988e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.38400000000000023,24,0,0,0.05369134898067056,-0.021694434673839098,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.03796551695528558,-0.01534028187188019,0.040947585100843405,-0.38400000000000006,0.7712722240785091,0.8,0.7,1.0,0.25023532424790873,0.25144138047768205,0.5016767047255908,0.04141064614209718,-0.016732314881017805,0.9999999998,0.0,0.5,9.095887815655515e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.40000000000000024,25,0,0,0.05778403549617951,-0.024430698359109927,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.040859483343672696,-0.017275112478849688,0.044361322007676625,-0.4,0.7688443506486168,0.8,0.7,1.0,0.2502984295111569,0.2516694973791119,0.5019679268902688,0.04442692924891676,-0.018783404415802098,0.9999999998,0.0,0.5,-8.01726059061726e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.41600000000000026,26,0,0,0.06196711306503301,-0.027376039880966253,0.7071067811865475,0.7071067811865475,0.4999999999999999,0.043817365858838345,-0.0193577834418646,0.04790287392828764,-0.416,0.7663200343915344,0.8,0.7,1.0,0.2503747237797821,0.25191996155080726,0.5022946853305894,0.0474866402151402,-0.020978807823086077,0.9999999998000002,0.0,0.49999999999999994,-1.2605689138941863e-17,0.49999999999999994,0.24999999999999994,0.9999999999999999,0.49999999999999994,0.49999999999999994,0.0,1.999999527628803e-05,1.5707963267948963,1,analitico
0.4320000000000003,27,0,0,0.06623196367388913,-0.030535843868825085,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.04683307064510808,-0.021592102268899876,0.051570877309197634,-0.43200000000000005,0.7636995919541834,0.8,0.7,1.0,0.2504662188803906,0.2521933365060497,0.5026595553864404,0.050581323632073426,-0.02332021150259837,0.9999999998,0.0,0.5,1.240649732297879e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.4480000000000003,28,0,0,0.07056974231578879,-0.03391516600291487,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.0499003433380815,-0.023981643865728562,0.055363918825901866,-0.4480000000000001,0.7609833520414266,0.8,0.7,1.0,0.25057511924250264,0.2524900442652584,0.503065163507761,0.05370239906016866,-0.025808876709939595,0.9999999998,0.0,0.5,-6.008761831810062e-18,0.5,0.25,1.0,0.5,0.5,0.0,2.0000000827403692e-05,1.5707963267948966,1,analitico
0.4640000000000003,29,0,0,0.07497138901698708,-0.037518724382934306,0.7071067811865476,0.7071067811865476,0.5000000000000001,0.05301277756888621,-0.02652974443264191,0.059280535804170156,-0.46400000000000013,0.7581716553748374,0.8,0.7,1.0,0.2507038273396613,0.2528103545855683,0.5035141819252296,0.05684118211676,-0.02844563337296158,0.9999999998,0.0,0.5000000000000001,1.0736065690018356e-17,0.5,0.25000000000000006,1.0,0.5000000000000001,0.5,0.0,2.0000011929630398e-05,1.5707963267948966,1,analitico
